Source,FIPS,State,city/county,city/county_status,project_id,number,start_date,stop_date,department,lou_category,amount,project_name,category,subcategory,description,suggested_cat,suggested_subcat,Notes,start_date,stop_date
,37119,NC,Mecklenburg,county,,,,,,Public Health,957224,CHAT Collaborative,1,14,"Pats Place will expand the CHAT Collaborative, which was established in 2019 to foster communication between mental health providers and Pat’s Place to monitor children’s participation and progress in therapy. • Pat’s Place staff will provide clinical supervision and advanced clinical training (at no cost) to grow ~ 275 therapists’ skills and capacity to provide effective treatment. Additionally, staff will recruit new, culturally appropriate providers to facilitate “good-fit” connections with geographically suitable providers.",,,,,
,37119,NC,Mecklenburg,county,,,,,,Public Health,1275000,Counseling Center,1,12,Mental Health America is renovating unused space at its office to serve as a counseling center to offer shortterm mental health counseling for underserved individuals ages 8+. • Program will also offer college students (in counseling programs) stipends if they complete their required clinical supervision at the facility. • Program builds upon work that is already provided through Meck Hope.,,,,,
,37119,NC,Mecklenburg,county,,,,,,Public Health,350400,COVID19 Enhanced Cleaning,1,14,Project provides funding for COVID19 enhanced cleaning services for the Detention Center.,,,,,
,37119,NC,Mecklenburg,county,,,,,,Public Health,900000,Empowering Fathers Initiative,1,13,Grace-Mar is expanding its Empowering Fathers Program which provides a dedicated mental health resource to fathers who have need for mental health substance abuse and trauma services • Expands fathers served per year • Provides a dedicated mental health clinician • Adds an advocate and a job coach/recruiter,,,,,
,37119,NC,Mecklenburg,county,,,,,,Healthy Neighborhoods,11000000,Pedestrian Bridge,1,14,"The County committed $11 million in SLFRF funds to enable pedestrians and mobility challenged residents a direct connection between a Regional Recreation Center that offers vital health & fitness programs for the local community and a new Community Resource Center that will provide access to integrated health and human services including, Economic, Public Health, Child Support, Food & Nutrition, Youth & Family Services, Veteran, and Community Support Services.",,,making healthy neighborhoods because of what the building is connecting,,
,37119,NC,Mecklenburg,county,,,,,,Public Health,4856292,Peer-Run Crisis Prevention,1,12,"Promise resource Network will continue the peer-run warm-line, currently funded through County funding, that serves as the portal for MeckHOPE and a new peer-run respite that offers a 10-day stay for those experiencing a mental health crisis. • Warm Line allows people experiencing distress to call and talk to a peer anytime day or night. • Respite offers a10 day stay at a healing retreat as an alternative to the emergency department for people experiencing a mental health crisis.",,,,,
,37119,NC,Mecklenburg,county,,,,,,Public Health,350000,School Based Health Programs,1,12,"Right Moves for Youth is expanding their school-based mental health programming, which offers group counseling to preventatively address mental health challenges (such as isolation, anxiety and depression that have resulted from COVID-19 pandemic). • Students in grades 6-12 are referred to the program by student support staff, administrators, teachers, school resource officers and other members of law enforcement, other youth-serving agencies, and parents • Program Specialists facilitate in-school weekly groups meeting (of about 15 students) using life skills curricula that nurture the holistic health and social uplift of students.",,,,,
,37119,NC,Mecklenburg,county,,,,,,Public Health,990770,UCITY Family Zone,1,12,"The UCITY Family Zone, a place-based “ecosystem” of 80 organizations in northeast Charlotte, is requesting funding to expand its existing network of community ambassadors in local apartments (4 new ambassadors who live in the apartments), providing more health literacy opportunities in the community, and providing more health screenings and referrals. • Primary outcomes of interest are screening for mental health and social determinant needs (960 individuals per year), referral to primary and mental health specialty care (154 per year), and referral to social service organizations or health education providers (250 per year).",,,,,
,37119,NC,Mecklenburg,county,,,,,,Healthy Neighborhoods,665000,Afterschool Programming,2,11,OurBridge is expanding free afterschool care to 75 immigrant and refugee families at the new location on South Boulevard • Afterschool program focuses on English Language Acquisition and STEAM • Programs run M-F from 3:00-6:00 for K5 and 4:30-7:00 for Middle Schoolers,,,,,
,37119,NC,Mecklenburg,county,,,,,,Healthy Neighborhoods,393725,Childcare Licensing Assistance,2,11,"CCSA at First Baptist Church-West seeks to become a 4-5 star licensed childcare provider program for 4-yearolds to address the need for affordable, high-quality childcare for black and Latino families. • Building Code issues have stalled the licensing process for this organization, and they are now requesting funds to address code issues, including installing fire-resistant doors, fire alarms, carbon monoxide detectors constructing sidewalks, fencing, and a playground. • Program will add staffing for one-year of operational support: 2 Lead Teachers, 1 Assistant Teacher, and 1 Substitute Teacher",,,,,
,37119,NC,Mecklenburg,county,,,,,,Public Health,342500,Home Visiting,2,12,"SSMC is expanding their current home visiting services to expectant and parenting families (850 residents currently served, increase to 1,400) by developing a platform to facilitate an integrated system of home visiting care in the community. Visits are intended to promote infant and child health, foster educational development, and school readiness and help prevent child abuse and neglect. Implementation will occur in three phases: • Planning: the organization will assess and evaluate the current landscape of existing home visiting services and perform a gap analysis to determine community need. • Marketing: the organization will raise awareness and present results to communicate both needs and opportunities. • Implementation: the organization will resource earlier results from the planning phase to recruit new organizations to provide home visiting services, encourage existing ones to adopt more evidence-based home visiting models, and assist in expanding programming",,,Also includes some money for educational development but in general appears to focused on healthcare,,
,37119,NC,Mecklenburg,county,,,,,,Healthy Neighborhoods,300000,Parent Child +,2,12,"Charlotte Bilingual Preschool is assisting Spanish speaking Latinx families prepare their children for pre-k by supporting healthy development and school readiness • Families will receive bi-weekly visits from Early Learning Specialists, as well as books and educational toys that support literacy • Families will also be connected to food, housing, medical, and educational resources",,,,,
,37119,NC,Mecklenburg,county,,,,,,Healthy Neighborhoods,510000,Parent Child +,2,12,"CORE Programs, Inc, is expanding their Parent Child+ program to accommodate 22 additional students. • Parent Child+ is a home visiting program that aims to help with early literacy and school readiness with 92 twice-weekly home visits. • Children graduate from the program at the end of 46 weeks",,,Same name is above project but neither have an id number,,
,37119,NC,Mecklenburg,county,,,,,,Healthy Neighborhoods,791000,Summer Camp Scholarships,2,37,"The Summer Camp Fund seeks funding to provide low-income children with summer camp scholarships. • The Summer Camp Fund anticipates sending 176 kids to camp in 2022, 645 kids in 2023, and 645 kids in 2024.",,,,,
,37119,NC,Mecklenburg,county,,,,,,Infrastructure,250000,Replace Lead Pipes,2,20,Cherry Community Organization will contract with professional vendors and subcontractors to replace all existing lead pipes with nonlead-based materials for housing owned by the organization built between 1921 and 1925. Mediation assessments are also included. The replacement of the pipes will mitigate the effects of toxic contaminants for the tenants that reside in the10-11 homes identified.,,,,,
,37119,NC,Mecklenburg,county,,,,,,Healthy Neighborhoods,4000000,Archdale Park,1,14,"The project is to begin design and construction of improvements and expansion of amenities within Archdale Park, which is an existing 16.6-acre park located in a south region QCT and defined as a “priority community” in the Meck Playbook. Existing amenities include a basketball court, picnic shelter, playground, and multipurpose field. The County Park and Recreation Master Plan found this park to be in poor condition in comparison to other parks in the County. Design work is expected to begin the Fall of 2022 and construction is expected to begin the Summer of 2024.",,,,,
,37119,NC,Mecklenburg,county,,,,,,Healthy Neighborhoods,1000000,Druid Hills Park,1,14,"The project is for the final phase of the Druid Hills Park master plan, which includes an expanded shelter with restrooms to support outdoor community programming, additional picnic shelters, expanded walking trails, and a larger community garden. Construction is expected to begin the Summer of 2022.",,,,,
,37119,NC,Mecklenburg,county,,,,,,Healthy Neighborhoods,3582500,Historic Stewart Creek Enhancement Project,1,14,"The project executes the final phase of the Historic Stewart Creek Enhancement Project, which is expected to create stable stream banks, reduce bacteria levels, restore the habitat, and improve aquatic life for one mile of stream. • Phase I construction is complete • Phase II construction is underway with an anticipated completion date of Spring 2023. • Phase III will build upon prior investments, resulting in 3.3M+ miles (64.3%) of Stewart Creek being restored. Phase II construction should be completed in Spring of 2024.",,,,,
,37119,NC,Mecklenburg,county,,,,,,Healthy Neighborhoods,2000000,LC Coleman Park,1,14,"The project will replace existing park amenities, invest in new amenities to expand park offerings, and improve accessibility from all entrances into the park. Design work is expected to begin the Fall of 2022 and construction is expected to begin the Summer of 2024.",,,,,
,37119,NC,Mecklenburg,county,,,,,,Healthy Neighborhoods,2500000,Monroe Road Park,1,14,"The project is to begin design and construction of Monroe Road Park, anticipated to begin in the Fall of 2022 and Summer of 2024, respectively. These improvements will also align with the relocation of a County recycling center currently under design on a small portion of this site.",,,,,
,37119,NC,Mecklenburg,county,,,,,,Healthy Neighborhoods,1310000,Wi-Fi for Parks and Recreation Centers,1,14,"The project is to provide free or boosted public Wi-Fi service at eight recreation centers or pavilions and sic parks. The service would be accessible inside the facilities and in the parking areas outside of the facilities. The outdoor Wi-Fi would allow for free public usage, and indoor Wi-Fi would bolster the Department’s ability to offer programming requiring Internet access. The project will also provide Internet access for neighborhood residents who do not have it at home. The sites are located in a Meck Playbook “priority area.” Mecklenburg County IT staff and contractors would be involved in the Wi-Fi installation and services provided. Design work is expected to begin the Fall of 2022 and construction is expected to begin the Summer of 2024.",,,,,
,37119,NC,Mecklenburg,county,,,,,,Public Safety,800000,Wi-Fi for Detention Center,3,4,"The project is to install a wireless network for internet access, an expressed need due to requests from the Courts, CJS, and contracted healthcare providers to conduct evaluations, telemedicine, and various court proceedings in a virtual environment. Wi-Fi would be available in all detention facilities, including Detention Center Central, the Juvenile Detention facility, and the Courthouse.",,,,,
,37119,NC,Mecklenburg,county,,,,,,Compliance and Reporting,2943755,ARPA Administration,7,1,"The County committed SLFRF funds to establish the ARPA Program Team, made up of a Program Manager, Management Analyst, Procurement Analyst, Auditor, and Accountant II. The Team’s responsibility is to administer all funding in accordance with Treasury and County guidelines, manage all reporting and compliance requirements, and coordinate with recipients to monitor project goals and outcomes.",,,,,
,37119,NC,Mecklenburg,county,,,,,,,677538,ESL and Citizenship Preparation,2,37,"International House is expanding their education and workforce development programs that aim to help immigrants become proficient English speakers and prepare for citizenship. • The program includes citizenship classes, individual tutoring programs, and career coaching • The provider will add three new ESL classes (Navigating the Community, Financial Literacy, and Employment in the US) that will last 8 weeks. • In addition, the provider will add another Immigration Attorney that will increase the capacity of its Immigration",,,Should this be healthy neighborhoods?,,
,37119,NC,Mecklenburg,county,,,,,,Workforce Development,600000,Healthcare Workforce Development,2,10,"Expansion of the Health Cares-Healthy Careers program, which is an online training platform to train and develop young professionals for entry-level positions in healthcare (focus on dental assisting). • The program helps secure certifications and offer participants an opportunity to train with healthcare professionals, while receiving a $15/hr stipend for 20 hrs per week for 12 weeks ($180K).",,,,,
,37119,NC,Mecklenburg,county,,,,,,Workforce Development,1575600,PACE Program,2,10,"The Pre-Apprenticeship Construction Experience (PACE) program allows up to 80 participants to train-work 40 hours a week with different employers, obtaining general knowledge from different trade paths, and earn a salary ($12/hour or $5,760) for the 12-week training period (divided into three phases)",,,,,
,37119,NC,Mecklenburg,county,,,,,,Healthy Neighborhoods,854906,Pathway Tutoring and Education,2,37,"Angels & Sparrows is expanding their two-generation education program, which includes tutoring for children (to bridge learning gaps resulting from COVID 19), as well as ESL classes for parents. The program plans to add high school equivalency classes, Accelerated Career Training, and Vocational Training through partnerships with other local agencies.",,,,,
,37119,NC,Mecklenburg,county,,,,,,Workforce Development,275000,Program Expansion,2,10,"ASPIRE Community Capital’s is expanding their current business training programs that focus on aspiring entrepreneurs of color from distressed, low- to moderate income communities, but with a focus on mental health, sector-specific business development.",,,,,
,37119,NC,Mecklenburg,county,,,,,,Workforce Development,962800,REEP 3.0,2,10,The ReEntry Entrepreneurship (REEP) program will provide comprehensive and applied workforce and entrepreneurial training to formerly incarcerated persons.,,,,,
,37119,NC,Mecklenburg,county,,,,,,Healthy Neighborhoods,250000,STEAM Training,2,37,"Powerup USA is providing after-school and summer programs focused on STEAM enrichment, activities, and instruction for youth, as well as training for adults",,,maybe workforce development but I feel like the program recipients are mostly children so it should fall under healthy neighborhoods,,
,37119,NC,Mecklenburg,county,,,,,,Workforce Development,750000,Vocational Training,2,10,"NCIA is expanding their current vocational training program that focuses on veterans, justice-involved individuals, homeless residents, and other disadvantaged individuals.",,,,,
,37119,NC,Mecklenburg,county,,,,,,Premium Pay,792000,Sheriff’s Office Bonus,4,1,Treasury guidelines allow premium pay for essential workers. Public safety staff were funded a one-time bonus for their efforts to maintain safety and security in County facilities during the pandemic.,,,,,
,37119,NC,Mecklenburg,county,,,,,,Premium Pay,2837102,Community Support Services Staff,3,2,Treasury guidelines allow premium pay for essential workers. Public safety staff were funded a one-time bonus for their efforts to maintain safety and security in County facilities during the pandemic.,,,,,
,37119,NC,Charlotte,city,1941AR1401,,,,,Public Health,6000000,COVID ARP Reimbursement of COVID-19 Healthcare Costs in Employee Benefits Plan,1,6,Utilizing $6.0 million in ARPA funds to reimburse the city’s employee benefits plan will ensure that the city does not have to divert funds away from other vital public services to the city’s residents or pass along the costs of the pandemic to employees by increasing the plan’s premiums and/or reducing employee benefits,,,,,
,37119,NC,Charlotte,city,1941AR1405,,,,,Premium Pay,1251308.28,COVID ARP Vaccination Incentive,1,1,"As of September 1, 2021, 62% of all city employees were vaccinated against COVID-19. To achieve a higher vaccination rate among city personnel, and in turn prevent the spread of COVID-19 in the workplace, the City of Charlotte established a vaccine incentive program for city employees on September 1, 2021. To be eligible for the award, employees must have been at least partially vaccinated by September 30, 2021, and fully vaccinated by November 19, 2021. Employees were required to submit proof of vaccination, and employees who met these eligibility requirements were provided $250.",,,,,
,37119,NC,Charlotte,city,1941AR1401,,,,,Workforce Development,2000000,COVID ARP FFTC – Arts Fund,2,36,"The City of Charlotte has partnered with the Foundation for the Carolinas (FFTC) to provide economic support to arts and culture entities impacted by the COVID19 pandemic. This public-private partnership was created to combine local and federal funding with support from private sources to support Charlotte’s arts and culture sector. This sector was identified by the Brookings Institute study “LOST ART: Measuring COVID-19’s devastating impact on America’s creative economy” (August 2020) as having experienced a 30.5% creative occupation job loss as a result of COVID-19. Recognizing the significant impact on the arts and culture ecosystem in Charlotte, the city worked with the FFTC to identify $12 million in resources for the arts over the last year: $2 million in Local Fiscal Recovery Funds, $4 million from the city’s general fund, and $6 million from private sector contributions. The city, the FFTC, and the city’s Arts and Cultural Advisory Board has developed a grantmaking panel and strategies to implement this program and distribute these funds alongside local city funding and private sector contributions. First year disbursements include $9.3 million to support 38 annually funded organizations; $800,000 in operating support to Charlotte’s local arts agency, the Arts and Science Council; $1.3 million in support for individual artists and organizations, and $200,000 to support a 10-year cultural plan to identify on-going funding for the arts sector. If not for the contributions from the city, the private sector, and Local Fiscal Recovery Fund support, many of the organizations would not exist, or exist in an incredibly reduced role, today.",,,,,
,37119,NC,Charlotte,city,1941AR1402,,,,,Healthy Neighborhoods,2000000,COVID ARP YMCA: Youth & Teen Impact,2,37,These funds will support youth and teen access to programming at six local YMCAs that serve communities and populations that have been disproportionately impacted by the pandemic:,,,,,
,37119,NC,Charlotte,city,1941AR2001,,,,,Workforce Development,1000000,COVID ARP Open for Business,2,37,"The Charlotte Open for Business project will help offset the negative economic impacts of COVID-19 by investing in a more robust workforce and jobs website that will generate interest in business recruitment and retention by helping residents and businesses connect with career opportunities and talent development initiatives, small businesses resources, real estate options, partnership opportunities, and related endeavors. The content of the website will be designed to benefit Charlotte’s most vulnerable populations in an effort to promote economic opportunities for all.",,,,,
,37119,NC,Charlotte,city,1941AR6101,,,,,Public Health,1500000,COVID ARP Local Food P&D Facility,2,23,"The Carolina Farm Trust (Trust) is advancing a local foods production and distribution center (LFDPC) project in the Thomasboro-Hoskins neighborhood of Charlotte. The LFDPC will source and sell local food items including produce, livestock, and dairy to residential and commercial (wholesale) customers. This funding will help support the initial pre-operating and operating expenses for the facility. The city will release $500,000 in funding when the Trust receives the construction permit for the facility, and the remaining $1,000,000 when the Trust receives the certificate of occupancy for the facility.",,,,,
,37119,NC,Charlotte,city,1941AR6202,,,,,Workforce Development,750000,COVID ARP HIRE Charlotte,2,10,"This project will develop the HIRE Charlotte jobs strategy framework, a datadriven vision and action plan with a recognition that low-income and minority populations in Charlotte have been severely impacted by the pandemic and can benefit from a strategic jobs framework designed to enhance upward mobility and economic growth for all. This comprehensive jobs strategy framework will work to immediately increase Charlotte’s employment ecosystem’s impact on creating and filling good jobs. This will in turn drive economic prosperity for all of Charlotte’s residents and businesses.",,,,,
,37119,NC,Charlotte,city,1941AR1801,,,,,Infrastructure,3729000,COVID ARP Network Equipment Refresh,3,4,"In spring 2020, much of the city’s workforce transitioned to telework to mitigate the spread of COVID-19. The city’s network infrastructure was critical during this transition and allowed employees to continue to work and provide core services while taking refuge from COVID-19. As a continued precaution against the pandemic, many of the city’s departments have transitioned to a hybrid work environment consisting of a mix of remote and in-office work. However, the majority of the City of Charlotte’s network infrastructure is now approaching either end-of-support or end-of-life, and the failure of any end-of-support or end-of-life device could cripple the city’s teleworking ability. This investment in the modernization of the city’s critical technology infrastructure will support pandemic operational needs through the use of telework as a means of mitigating and preventing the spread of COVID-19.",,,Specifically cites modernizing charlotte's critical technology infrastructure rather than just broadband,,
,37119,NC,Charlotte,city,1941AR1404,,,,,Public Health,986518.96,COVID ARP Emergency Leave,3,1,"From August 28, 2021, through October 23, 2021, the city reinstated seven days of emergency paid sick leave for all employees to use in the case of a positive COVID-19 test of themselves or their immediate family, and for situations that require quarantine related to COVID-19. This action helped prevent the spread of COVID-19 in the workplace by assisting employees in compliance with public health precautions.",,,,,
,37119,NC,Charlotte,city,1941AR1403,,,,,Premium Pay,2618706.38,COVID ARP Premium Pay,4,1,"The city offered premium pay to eligible employees from August 28, 2021, to October 23, 2021, which consisted of a 5% increase to these employees’ base rate of pay.",,,,,
,29510,MO,St. Louis City,city,7007001,,,,,Public Health,500000,Canvassing Community Outreach,1,7,"The Health Department’s canvassing and community outreach program is intended to increase vaccination rates among the city’s population, with a particular focus on disproportionately impacted populations. These funds are being deployed through two contracts. The first is with DJ Tab to fund a series of radio advertisements disseminating community education and COVID-19 mitigation guidance. The second is with People’s Community Action Corporation to fund door-to-door outreach to maximize the reach and impact of the City initiatives including mass vaccination, housing assistance and other resources.",,,,,
,29510,MO,St. Louis City,city,7007002,,,,,Public Health,1000000,Community Health Workers,2,19,"The Health Department has used these funds to hire per-performance public health workers to conduct contact tracing, outreach and education pertaining to COVID-19 and recent variants. This team may provide other community health services to households impacted by COVID-19, including public health education and lead and mold remediation.",,,,,
,29510,MO,St. Louis City,city,7007003,,,,,Public Health,5000000,Behavioral Health Providers,1,12,"These funds will support contracts with third party agencies for the provision of mental health services. To date, $2.3M in SLFRF funds have been obligated pursuant to a contract with Behavioral Health Response to expand a 911 diversion program called Cops and Clinicians. Cops and Clinicians deploys a licensed clinical social worker with a police officer in order to provide immediate mental health services, connect individuals to the appropriate social services, and reduce the need for police and EMS response.",,,,,
,29510,MO,St. Louis City,city,7007004,,,,,Public Safety,5500000,Community Violence Intervention Program,1,11,"These funds are supporting a diverse array of partnerships to operate community programs designed to interrupt cycles of violence. The arrest and incarcerate model has failed, but a clear alternative has yet to emerge, making this an ideal moment to test and explore new solutions. The city’s eight implementation partners were selected pursuant to an RFP which prioritized community driven and data informed public health solutions, as well as efforts to reduce recidivism rates by transferring individuals from a carceral environment which compounds violence and trauma, to an ecosystem of community support designed for restorative justice, which provides them with the resources - housing, addiction treatment, behavioral health services, etc. - they need to re-integrate into the community.",,,,,
,29510,MO,St. Louis City,city,7007005,,,,,Healthy Neighborhoods,1000000,Youth Led Programming,2,26,"The Mental Health Board is administering a grant program which offers up to $5,000 grants to community organizations to set up block parties, concerts, sporting events, and myriad other community events designed to engage youth. The goal is to increase access to safe spaces and activities for youth and young adults who are most impacted by gun violence. Events can be intergenerational, but should primarily feature activities designed to engage youth ages 16 – 25.",,,,,
,29510,MO,St. Louis City,city,7007006,,,,,Public Health,1000000,Mobile Vaccination Clinics,1,1,"In light of supply chain shortages which are slowing delivery of a new mobile health clinic to the City, these funds are being deployed through two contracts. A contract with Affinia Healthcare, a Federally Qualified Health Center, represents a partnership which has expanded the capacity of Affinia to staff and deploy a Mobile Vaccination Clinic already in their possession to host community-based vaccine clinics at FQHC locations and mobile sites across the city. The second contract, with LDV Inc. was recently awarded by the Supply Department, and will provide the city with a multi purpose Mobile Medical Unit, ensuring that the city is better prepared to respond to health crises and deliver preventive services moving forward. These vaccinations clinics have been paired with a robust marketing campaign including door to door outreach designed to reach marginalized communities.",,,,,
,29510,MO,St. Louis City,city,7007008 & 4017001,,,,,Public Health,500000,Vaccination Education & Marketing DOH and STL,1,7,"Vaccination education program to increase awareness about the benefits and safety of vaccines. Education programs also address misinformation and increase awareness on available health resources. Vaccination event marketing for neighborhood vaccine clinics and mass vaccination events. Interdepartmental agreement of $300,000 with STL TV for COVID-19 communications services.",,,,,
,29510,MO,St. Louis City,city,7007007,,,,,Premium Pay,1250000,COVID-19 Vaccination Incentive Program,1,1,"Vaccine Incentives: The City of St. Louis Department of Health (DOH) distributed 4,846 gift cards at city-sponsored DOH Clinics. The four regional Federally Qualified Health Centers partnered with the City to distribute 7,300 gift cards to reach individuals who received a COVID-19 vaccine. The vaccine incentives were found to be effective tools17 in increasing vaccination rates in children and adults. The incentive rewards motivated individuals to learn more information and receive COVID-19 vaccinations.",,,,,
,29510,MO,St. Louis City,city,8007001,,,,,Affordable Housing,2500000,Mortgage Assistance,2,2,Funds are being deployed pursuant to three contracts with approved vendors to assist primary residence households who are at risk of losing their homes due to being behind on mortgage payments.,,,,,
,29510,MO,St. Louis City,city,8007002,,,,,Affordable Housing,500000,Real & Personal Property Tax Forgiveness Loan Fund,2,18,Funds are being deployed through an intergovernmental agreement with the Collector of Revenue to pay off delinquent taxes on homes scheduled for tax sale. DHS has also entered into a memorandum of understanding with Park Central Development,,,,,
,29510,MO,St. Louis City,city,8007003,,,,,Compliance and Reporting,250000,Accounting and Legal Compliance,2,37,"These funds will allow the Department of Human Services (DHS) to hire one Contract Compliance Officer I (in the homeless services division) and one (1) Accountant in the DHS Fiscal Office to ensure compliance with required internal controls, monitoring of agreements executed, and to facilitate the gathering of information for reports requested, etc. These will be limited term civil service positions.",,,,,
,29510,MO,St. Louis City,city,8007004,,,,,Affordable Housing,1250000,Intentional Encampments,2,16,"A new project is being designed in consultation with the Board of Public Service, Building Division, and the Department of Public Safety, which will provide for the development of safe, sanctioned outdoor spaces for unhoused individuals. Funds will be used to secure a 24-hour onsite program operator, who will coordinate supportive services delivery such as behavioral health, occupational health, medical care, substance use treatment, food distribution, case management, maintenance of the site, etc. This will be an RFP to contract with a third-party agency.",,,Technically a homeless service but I feel like this isnt affordable housing,,
,29510,MO,St. Louis City,city,8007005,,,,,Affordable Housing,1386370,Safe Haven,2,16,"The Safe Haven model is 24-hour/7 days a week community based safe space, supportive housing facility, which seeks to serve persons experiencing homelessness, who are hard to reach, hard to engage, may have severe mental illness and may have substance use disorders. These funds are being allocated through an RFP to contract with a third-party agency. The RFP seeks to secure a Safe Haven service for laundry, washers, and dryers’ access, provide meals, connections to service agencies and will provide Case Managers to link individuals to other services, etc. Safe Havens can operate as 24 drop-in centers and provide limited overnight stay access where needs are met and then people leave, as they desire. The RFP closed on June 1, 2022 and the PSA committee is in the process of reviewing proposals",,,Technically a homeless service but I feel like this isnt affordable housing,,
,29510,MO,St. Louis City,city,8007006,,,,,Affordable Housing,8000000,Emergency Shelter,2,16,"These funds are being deployed to extend and expand contracts and leases with 4 emergency shelter providers (Magdala Foundation, Sister's Mission, Jefferson Spaces, and Mark Twain Hotel) formerly supported through FEMA and ESG-CV funds which were depleted in 2021. The city also established new contracts with Peter & Paul Community Services, Doorways, and City Hope St. Louis to reflect the city’s increased need for emergency shelter. These new contracts have allowed the city to expand the number of beds it supports from 380 to 470. Over $2M in funds have been spent to date.",,,,,
,29510,MO,St. Louis City,city,8007007,,,,,Affordable Housing,750000,Case Management & Program Operation,2,19,"A portion of these funds were deployed to fund a collaboration with the United Way to coordinate access to ERA2 rental assistance funds. The remainder of these funds are intended to fund contracted or civil service personnel to provide support to tenants, homeowners, and/or unhoused residents with navigating housing assistance programs, completing applications, connecting individuals to social service agencies, etc.",,,,,
,29510,MO,St. Louis City,city,8007008,,,,,Affordable Housing,1000000,Call Hotline & Centralized Intake,2,19,"Support an agency or agencies to operate a live 24-hour a day hotline where people can call, obtain brief intake, be directed to emergency shelter beds when available, be placed on waiting list for openings on shelter, and linked to city funded short term hotel vouchers and other resources. Funds to also provide transportation for any individuals who need support to reach shelter or hotel bed. This will be an RFP to contract with a third-party agency.",,,,,
,29510,MO,St. Louis City,city,8007009,,,,,,1250000,Wrap Around Services,2,16,"A variety of services options and client resources, which include but are not limited to items such as, taxi services, portable restrooms, the extension of the Mobile Showers and Coordinated Outreach contracts, purchase of bus tickets, winter supplies such as blankets, cots, hats/gloves, other supplies needed for housing or shelter partners. Other wrap around service options is cell phones or cellular access, longer term monthly bus passes, motel/hotel vouchers for individuals and households for whom access to emergency shelter is not readily available, greyhound bus tickets (for those wanting to leave area), gas cards or limited car repairs, clothing assistance, food assistance, medical, substance use, and behavioral health care, etc.",,,"Not sure what this should be, maybe healthy neighborhoods?",,
,29510,MO,St. Louis City,city,8007010,,,,,Affordable Housing,1500000,Bridge Housing,2,18,"Bridge Housing is a program-model intended to provide short term housing and support to individuals who need a short-term housing subsidy/hotel voucher or other support to assist them before the permanent housing plan can be implemented. This subsidy will assist households to obtain short temporary assistance quickly and help them with family and housing stability needs. This is intended to assist for example, individuals who are evicted, in the eviction process, exiting shelter or staying in places not meant for habitation. Assistance could include hotel stay, case management, rent/utility assistance, security deposits, moving expenses, and getting connected to services as needed.",,,,,
,29510,MO,St. Louis City,city,8007011,,,,,Affordable Housing,3000000,Rapid Rehousing,2,2,"Rapid Rehousing is a form of “permanent housing” which allows for a longer period of financial support to assist individuals achieve and maintain their housing stability. Households could be assisted from 3 to 12 months depending upon need with rent/utility assistance, moving expenses, household furnishings, case management, and connections to services needed. In concept, at the exit of the program the tenants who are rapidly housed and stabilized, are expected to take over payment of household expenses on their own.",,,,,
,29510,MO,St. Louis City,city,8007012,,,,,Affordable Housing,1500000,Permanent Supportive Housing,2,16,"Funds will provide an opportunity for current subcontractors to increase their staff (example: case managers, behavior health professionals, employment placement staff) and to increase supportive services options and to cover operational expenses, etc. These funds will be issued through one or more RFPs to contract with third party agencies.",,,,,
,29510,MO,St. Louis City,city,8007013,,,,,Healthy Neighborhoods,5000000,Targeted Cash Assistance,2,3,"The City’s Department of Human Services and Treasurer’s Office contracted with the United Way of Greater St. Louis and MoCaFi to disburse $500 cash payments to approximately 9,300 low and moderate income city residents. The program received over 10,000 applications in a 4-day span in December 2021, demonstrating the need for unrestricted relief funds. Since early 2022, the City of St. Louis has led additional in-person application assistance events in partnership with St. Louis Public Schools, several senior homes, and summer lunch programs to directly reach households who may qualify for the program.",,,"not sure about this one, these are direct cash payments but not for a specific purpose",,
,29510,MO,St. Louis City,city,8007014,,,,,Public Health,1500000,Direct Support Care Workers,2,36,"Grants to homecare organizations to recruit and retain direct support care workers who assist people with disabilities and older adults. Projects will also support in-home services and homemaker services, nursing services, personal assistant services, personal care services, and respite care services",,,,,
,29510,MO,St. Louis City,city,8007015,,,,,Public Health,2000000,Senior Services,2,37,The St. Louis Area Agency on Aging to allocate funding to support older adult residents who have suffered negative public health or economic impacts resulting from COVID-19.,,,,,
,29510,MO,St. Louis City,city,1437001,,,,,,1500000,Public Benefits Navigators,2,19,"Funding will be used to contract with experienced local service providers. Specifically, the Affordable Housing Commission (AHC) will be requesting proposals in early august from interested and qualified social service organizations that have experience providing resource navigation, such as, but not limited to: health enrollment (such as Medicaid); disability assistance; social security assistance; legal services for tax filings (such as the child tax credit); housing assistance; rental and utility assistance; transportation services; and food access. Any selected organizations will be required to work in coordination and collaboration with the Missouri Department of Health and Senior Services and the City of St. Louis Department of Human Services",,,Maybe we need a new category for this? Possibly the same category as the 'everytown' data fellow?,,
,29510,MO,St. Louis City,city,1437002,,,,,Affordable Housing,400000,Legal Assistance,2,2,"Funding is being deployed through contracts with experienced social service agencies that provide legal services free of charge to individuals and families facing evictions to prevent the eviction and homelessness. EHOC and LSEM were selected pursuant to an RFP, and have already provided services to over 115 individuals as of May 2022.",,,,,
,29510,MO,St. Louis City,city,1437003,,,,,Affordable Housing,450000,Mediation,2,2,"Funding is being deployed through a contract with the Conflict Resolution Center, which provides free mediation services to tenants and landlords in eviction cases to prevent homelessness. The Conflict Resolution Center has provided eviction prevention services to over 729 recipients to date.",,,,,
