State,County,Allocation,*
Louisiana,Red River Parish,"$1,639,760.00 ",
Louisiana,Richland Parish,"$3,908,463.00 ",
Louisiana,Sabine Parish,"$4,639,187.00 ",
Louisiana,St. Bernard Parish,"$9,176,593.00 ",
Louisiana,St. Charles Parish,"$10,314,053.00 ",
Louisiana,St. Helena Parish,"$1,968,022.00 ",
Louisiana,St. James Parish,"$4,097,651.00 ",
Louisiana,St. John the Baptist Parish,"$8,320,585.00 ",
Louisiana,St. Landry Parish,"$15,951,624.00 ",
Louisiana,St. Martin Parish,"$10,378,345.00 ",
Louisiana,St. Mary Parish,"$9,585,270.00 ",
Louisiana,St. Tammany Parish,"$50,583,338.00 ",
Louisiana,Tangipahoa Parish,"$26,175,162.00 ",
Louisiana,Tensas Parish,"$841,829.00 ",
Louisiana,Terrebonne Parish,"$21,455,754.00 ",
Louisiana,Union Parish,"$4,294,220.00 ",
Louisiana,Vermilion Parish,"$11,559,314.00 ",
Louisiana,Vernon Parish,"$9,212,527.00 ",
Louisiana,Washington Parish,"$8,972,643.00 ",
Louisiana,Webster Parish,"$7,447,096.00 ",
Louisiana,West Baton Rouge Parish,"$5,140,516.00 ",
Louisiana,West Carroll Parish,"$2,103,601.00 ",
Louisiana,West Feliciana Parish,"$3,023,901.00 ",
Louisiana,Winn Parish,"$2,700,689.00 ",
Maine,Androscoggin County,"$21,031,538.00 ",
Maine,Aroostook County,"$13,024,648.00 ",
Maine,Cumberland County,"$57,300,874.00 ",
Maine,Franklin County,"$5,865,802.00 ",
Maine,Hancock County,"$10,680,580.00 ",
Maine,Kennebec County,"$23,755,730.00 ",
Maine,Knox County,"$7,725,245.00 ",
Maine,Lincoln County,"$6,727,248.00 ",
Maine,Oxford County,"$11,260,964.00 ",
Maine,Penobscot County,"$29,552,965.00 ",
Maine,Piscataquis County,"$3,260,289.00 ",
Maine,Sagadahoc County,"$6,964,608.00 ",
Maine,Somerset County,"$9,805,925.00 ",
Maine,Waldo County,"$7,714,173.00 ",
Maine,Washington County,"$6,095,003.00 ",
Maine,York County,"$40,331,830.00 ",
Maryland,Allegany County,"$13,677,483.00 ",
Maryland,Anne Arundel County,"$112,509,414.00 ",
Maryland,Baltimore County,"$160,706,923.00 ",
Maryland,Baltimore city,"$115,278,475.00 ",
Maryland,Calvert County,"$17,971,897.00 ",
Maryland,Caroline County,"$6,488,724.00 ",
Maryland,Carroll County,"$32,718,855.00 ",
Maryland,Cecil County,"$19,978,378.00 ",
Maryland,Charles County,"$31,710,758.00 ",
Maryland,Dorchester County,"$6,201,834.00 ",
Maryland,Frederick County,"$50,413,962.00 ",
Maryland,Garrett County,"$5,635,629.00 ",
Maryland,Harford County,"$49,616,420.00 ",
Maryland,Howard County,"$63,261,464.00 ",
Maryland,Kent County,"$3,772,496.00 ",
Maryland,Montgomery County,"$204,083,827.00 ",
Maryland,Prince George's County,"$176,626,110.00 ",
Maryland,Queen Anne's County,"$9,785,919.00 ",
Maryland,Somerset County,"$4,975,608.00 ",
Maryland,St. Mary's County,"$22,047,987.00 ",
Maryland,Talbot County,"$7,221,973.00 ",
Maryland,Washington County,"$29,339,498.00 ",
Maryland,Wicomico County,"$20,124,834.00 ",
Maryland,Worcester County,"$10,154,000.00 ",
Massachusetts,Barnstable County,"$41,370,811.00 ",
Massachusetts,Berkshire County,"$24,268,907.00 ",*
Massachusetts,Bristol County,"$109,786,776.00 ",
Massachusetts,Dukes County,"$3,366,538.00 ",
Massachusetts,Essex County,"$153,260,605.00 ",*
Massachusetts,Franklin County,"$13,631,642.00 ",*
Massachusetts,Hampden County,"$90,587,294.00 ",*
Massachusetts,Hampshire County,"$31,239,342.00 ",*
Massachusetts,Middlesex County,"$313,053,637.00 ",*
Massachusetts,Nantucket County,"$2,214,122.00 ",*
Massachusetts,Norfolk County,"$137,282,758.00 ",
Massachusetts,Plymouth County,"$101,237,378.00 ",
Massachusetts,Suffolk County,"$156,149,511.00 ",*
Massachusetts,Worcester County,"$161,338,586.00 ",*
Michigan,Alcona County,"$2,021,049.00 ",
Michigan,Alger County,"$1,769,122.00 ",
Michigan,Allegan County,"$22,935,850.00 ",
Michigan,Alpena County,"$5,517,338.00 ",
Michigan,Antrim County,"$4,530,414.00 ",
Michigan,Arenac County,"$2,890,848.00 ",
Michigan,Baraga County,"$1,594,502.00 ",
Michigan,Barry County,"$11,955,366.00 ",
Michigan,Bay County,"$20,031,017.00 ",
Michigan,Benzie County,"$3,450,837.00 ",
Michigan,Berrien County,"$29,796,346.00 ",
Michigan,Branch County,"$8,452,667.00 ",
Michigan,Calhoun County,"$26,058,813.00 ",
Michigan,Cass County,"$10,059,018.00 ",
Michigan,Charlevoix County,"$5,077,971.00 ",
Michigan,Cheboygan County,"$4,909,567.00 ",
Michigan,Chippewa County,"$7,254,605.00 ",
Michigan,Clare County,"$6,011,675.00 ",
Michigan,Clinton County,"$15,460,396.00 ",
Michigan,Crawford County,"$2,724,969.00 ",
Michigan,Delta County,"$6,950,623.00 ",
Michigan,Dickinson County,"$4,902,380.00 ",
Michigan,Eaton County,"$21,418,266.00 ",
Michigan,Emmet County,"$6,490,472.00 ",
Michigan,Genesee County,"$78,824,418.00 ",
Michigan,Gladwin County,"$4,943,170.00 ",
Michigan,Gogebic County,"$2,714,480.00 ",
Michigan,Grand Traverse County,"$18,081,253.00 ",
Michigan,Gratiot County,"$7,907,634.00 ",
Michigan,Hillsdale County,"$8,858,237.00 ",
Michigan,Houghton County,"$6,931,199.00 ",
Michigan,Huron County,"$6,017,696.00 ",
Michigan,Ingham County,"$56,796,438.00 ",
Michigan,Ionia County,"$12,566,634.00 ",
Michigan,Iosco County,"$4,880,625.00 ",
Michigan,Iron County,"$2,149,441.00 ",
Michigan,Isabella County,"$13,571,817.00 ",
Michigan,Jackson County,"$30,788,709.00 ",
Michigan,Kalamazoo County,"$51,485,963.00 ",
Michigan,Kalkaska County,"$3,503,670.00 ",
Michigan,Kent County,"$127,605,807.00 ",
Michigan,Keweenaw County,"$411,008.00 ",
Michigan,Lake County,"$2,302,306.00 ",
Michigan,Lapeer County,"$17,016,633.00 ",
Michigan,Leelanau County,"$4,226,819.00 ",
Michigan,Lenawee County,"$19,122,953.00 ",
Michigan,Livingston County,"$37,292,778.00 ",
Michigan,Luce County,"$1,209,910.00 ",
Michigan,Mackinac County,"$2,097,579.00 ",
Michigan,Macomb County,"$169,758,815.00 ",
Michigan,Manistee County,"$4,770,104.00 ",
Michigan,Marquette County,"$12,955,499.00 ",
Michigan,Mason County,"$5,660,880.00 ",
Michigan,Mecosta County,"$8,440,236.00 ",
Michigan,Menominee County,"$4,424,748.00 ",
Michigan,Midland County,"$16,152,078.00 ",
Michigan,Missaukee County,"$2,936,494.00 ",
Michigan,Monroe County,"$29,232,861.00 ",
Michigan,Montcalm County,"$12,409,495.00 ",
Michigan,Montmorency County,"$1,811,855.00 ",
Michigan,Muskegon County,"$33,713,161.00 ",
Michigan,Newaygo County,"$9,513,791.00 ",
Michigan,Oakland County,"$244,270,949.00 ",
Michigan,Oceana County,"$5,140,904.00 ",
Michigan,Ogemaw County,"$4,078,421.00 ",
Michigan,Ontonagon County,"$1,111,043.00 ",
Michigan,Osceola County,"$4,556,830.00 ",
Michigan,Oscoda County,"$1,600,718.00 ",
Michigan,Otsego County,"$4,791,470.00 ",
Michigan,Ottawa County,"$56,684,556.00 ",
Michigan,Presque Isle County,"$2,445,848.00 ",
Michigan,Roscommon County,"$4,665,409.00 ",
Michigan,Saginaw County,"$37,009,967.00 ",
Michigan,Sanilac County,"$7,996,790.00 ",
Michigan,Schoolcraft County,"$1,572,165.00 ",
Michigan,Shiawassee County,"$13,231,900.00 ",
Michigan,St. Clair County,"$30,908,749.00 ",
Michigan,St. Joseph County,"$11,841,542.00 ",
Michigan,Tuscola County,"$10,147,979.00 ",
Michigan,Van Buren County,"$14,699,370.00 ",
Michigan,Washtenaw County,"$71,402,185.00 ",
Michigan,Wayne County,"$339,789,370.00 ",
Michigan,Wexford County,"$6,532,427.00 ",
Minnesota,Aitkin County,"$3,085,669.00 ",
Minnesota,Anoka County,"$69,327,720.00 ",
Minnesota,Becker County,"$6,686,264.00 ",
Minnesota,Beltrami County,"$9,165,716.00 ",
Minnesota,Benton County,"$7,942,209.00 ",
Minnesota,Big Stone County,"$969,443.00 ",
Minnesota,Blue Earth County,"$13,140,802.00 ",
Minnesota,Brown County,"$4,857,511.00 ",
Minnesota,Carlton County,"$6,967,521.00 ",
Minnesota,Carver County,"$20,412,306.00 ",
Minnesota,Cass County,"$5,784,222.00 ",
Minnesota,Chippewa County,"$2,292,012.00 ",
Minnesota,Chisago County,"$10,989,807.00 ",
Minnesota,Clay County,"$12,474,371.00 ",
Minnesota,Clearwater County,"$1,712,793.00 ",
Minnesota,Cook County,"$1,061,124.00 ",
Minnesota,Cottonwood County,"$2,174,692.00 ",
Minnesota,Crow Wing County,"$12,636,171.00 ",
Minnesota,Dakota County,"$83,332,300.00 ",
Minnesota,Dodge County,"$4,066,184.00 ",
Minnesota,Douglas County,"$7,408,442.00 ",
Minnesota,Faribault County,"$2,651,935.00 ",
Minnesota,Fillmore County,"$4,092,018.00 ",
Minnesota,Freeborn County,"$5,881,729.00 ",
Minnesota,Goodhue County,"$9,001,002.00 ",
Minnesota,Grant County,"$1,159,991.00 ",
Minnesota,Hennepin County,"$245,875,163.00 ",
Minnesota,Houston County,"$3,612,832.00 ",
Minnesota,Hubbard County,"$4,174,375.00 ",
Minnesota,Isanti County,"$7,885,297.00 ",
Minnesota,Itasca County,"$8,765,973.00 ",
Minnesota,Jackson County,"$1,912,470.00 ",
Minnesota,Kanabec County,"$3,173,271.00 ",
Minnesota,Kandiyohi County,"$8,390,899.00 ",
Minnesota,Kittson County,"$834,836.00 ",
Minnesota,Koochiching County,"$2,375,340.00 ",
Minnesota,Lac qui Parle County,"$1,286,440.00 ",
Minnesota,Lake County,"$2,066,890.00 ",
Minnesota,Lake of the Woods County,"$726,451.00 ",
Minnesota,Le Sueur County,"$5,610,961.00 ",
Minnesota,Lincoln County,"$1,095,310.00 ",
Minnesota,Lyon County,"$4,948,026.00 ",
Minnesota,Mahnomen County,"$1,073,555.00 ",
Minnesota,Marshall County,"$1,813,409.00 ",
Minnesota,Martin County,"$3,823,192.00 ",
Minnesota,McLeod County,"$6,971,794.00 ",
Minnesota,Meeker County,"$4,510,601.00 ",
Minnesota,Mille Lacs County,"$5,103,999.00 ",
Minnesota,Morrison County,"$6,484,839.00 ",
Minnesota,Mower County,"$7,781,574.00 ",
Minnesota,Murray County,"$1,591,588.00 ",
Minnesota,Nicollet County,"$6,657,323.00 ",
Minnesota,Nobles County,"$4,201,180.00 ",
Minnesota,Norman County,"$1,238,269.00 ",
Minnesota,Olmsted County,"$30,746,560.00 ",
Minnesota,Otter Tail County,"$11,410,722.00 ",
Minnesota,Pennington County,"$2,742,450.00 ",
Minnesota,Pine County,"$5,745,374.00 ",
Minnesota,Pipestone County,"$1,772,619.00 ",
Minnesota,Polk County,"$6,092,089.00 ",
Minnesota,Pope County,"$2,184,986.00 ",
Minnesota,Ramsey County,"$106,893,403.00 ",
Minnesota,Red Lake County,"$787,636.00 ",
Minnesota,Redwood County,"$2,946,595.00 ",
Minnesota,Renville County,"$2,825,778.00 ",
Minnesota,Rice County,"$13,008,526.00 ",
Minnesota,Rock County,"$1,809,330.00 ",
Minnesota,Roseau County,"$2,945,623.00 ",
Minnesota,Scott County,"$28,944,028.00 ",
Minnesota,Sherburne County,"$18,887,342.00 ",
Minnesota,Sibley County,"$2,887,352.00 ",
Minnesota,St. Louis County,"$54,536,596.00 ",
Minnesota,Stearns County,"$31,286,930.00 ",
Minnesota,Steele County,"$7,118,639.00 ",
Minnesota,Stevens County,"$1,904,506.00 ",
Minnesota,Swift County,"$1,799,812.00 ",
Minnesota,Todd County,"$4,790,693.00 ",
Minnesota,Traverse County,"$633,023.00 ",
Minnesota,Wabasha County,"$4,200,791.00 ",
Minnesota,Wadena County,"$2,657,568.00 ",
Minnesota,Waseca County,"$3,615,163.00 ",
Minnesota,Washington County,"$50,975,893.00 ",
Minnesota,Watonwan County,"$2,116,615.00 ",
Minnesota,Wilkin County,"$1,205,637.00 ",
Minnesota,Winona County,"$9,805,925.00 ",
Minnesota,Wright County,"$26,878,110.00 ",
Minnesota,Yellow Medicine County,"$1,885,859.00 ",
Mississippi,Adams County,"$5,961,755.00 ",
Mississippi,Alcorn County,"$7,177,687.00 ",
Mississippi,Amite County,"$2,388,548.00 ",
Mississippi,Attala County,"$3,530,086.00 ",
Mississippi,Benton County,"$1,604,214.00 ",
Mississippi,Bolivar County,"$5,949,130.00 ",
Mississippi,Calhoun County,"$2,789,456.00 ",
Mississippi,Carroll County,"$1,932,088.00 ",
Mississippi,Chickasaw County,"$3,322,057.00 ",
Mississippi,Choctaw County,"$1,594,696.00 ",
Mississippi,Claiborne County,"$1,745,814.00 ",
Mississippi,Clarke County,"$3,018,657.00 ",
Mississippi,Clay County,"$3,751,907.00 ",
Mississippi,Coahoma County,"$4,297,328.00 ",
Mississippi,Copiah County,"$5,451,297.00 ",
Mississippi,Covington County,"$3,619,825.00 ",
Mississippi,DeSoto County,"$35,923,398.00 ",
Mississippi,Forrest County,"$14,547,864.00 ",
Mississippi,Franklin County,"$1,498,160.00 ",
Mississippi,George County,"$4,758,838.00 ",
Mississippi,Greene County,"$2,638,921.00 ",
Mississippi,Grenada County,"$4,031,998.00 ",
Mississippi,Hancock County,"$9,251,958.00 ",
Mississippi,Harrison County,"$40,417,101.00 ",
Mississippi,Hinds County,"$45,032,202.00 ",
Mississippi,Holmes County,"$3,303,993.00 ",
Mississippi,Humphreys County,"$1,566,337.00 ",
Mississippi,Issaquena County,"$257,754.00 ",
Mississippi,Itawamba County,"$4,543,233.00 ",
Mississippi,Jackson County,"$27,895,919.00 ",
Mississippi,Jasper County,"$3,182,206.00 ",
Mississippi,Jefferson County,"$1,357,726.00 ",
Mississippi,Jefferson Davis County,"$2,161,484.00 ",
Mississippi,Jones County,"$13,227,238.00 ",
Mississippi,Kemper County,"$1,892,269.00 ",
Mississippi,Lafayette County,"$10,492,557.00 ",
Mississippi,Lamar County,"$12,303,635.00 ",
Mississippi,Lauderdale County,"$14,397,912.00 ",
Mississippi,Lawrence County,"$2,444,683.00 ",
Mississippi,Leake County,"$4,425,913.00 ",
Mississippi,Lee County,"$16,594,941.00 ",
Mississippi,Leflore County,"$5,474,217.00 ",
Mississippi,Lincoln County,"$6,633,820.00 ",
Mississippi,Lowndes County,"$11,381,392.00 ",
Mississippi,Madison County,"$20,642,090.00 ",
Mississippi,Marion County,"$4,773,017.00 ",
Mississippi,Marshall County,"$6,855,446.00 ",
Mississippi,Monroe County,"$6,847,288.00 ",
Mississippi,Montgomery County,"$1,898,679.00 ",
Mississippi,Neshoba County,"$5,655,830.00 ",
Mississippi,Newton County,"$4,082,500.00 ",
Mississippi,Noxubee County,"$2,023,380.00 ",
Mississippi,Oktibbeha County,"$9,631,693.00 ",
Mississippi,Panola County,"$6,641,395.00 ",
Mississippi,Pearl River County,"$10,787,023.00 ",
Mississippi,Perry County,"$2,325,615.00 ",
Mississippi,Pike County,"$7,631,233.00 ",
Mississippi,Pontotoc County,"$6,249,422.00 ",
Mississippi,Prentiss County,"$4,880,431.00 ",
Mississippi,Quitman County,"$1,319,266.00 ",
Mississippi,Rankin County,"$30,159,572.00 ",
Mississippi,Scott County,"$5,462,757.00 ",
Mississippi,Sharkey County,"$839,304.00 ",
Mississippi,Simpson County,"$5,178,004.00 ",
Mississippi,Smith County,"$3,091,496.00 ",
Mississippi,Stone County,"$3,561,553.00 ",
Mississippi,Sunflower County,"$4,877,323.00 ",
Mississippi,Tallahatchie County,"$2,682,236.00 ",
Mississippi,Tate County,"$5,501,022.00 ",
Mississippi,Tippah County,"$4,276,156.00 ",
Mississippi,Tishomingo County,"$3,764,921.00 ",
Mississippi,Tunica County,"$1,870,903.00 ",
Mississippi,Union County,"$5,596,976.00 ",
Mississippi,Walthall County,"$2,774,888.00 ",
Mississippi,Warren County,"$8,814,727.00 ",
Mississippi,Washington County,"$8,528,809.00 ",
Mississippi,Wayne County,"$3,920,311.00 ",
Mississippi,Webster County,"$1,881,975.00 ",
Mississippi,Wilkinson County,"$1,676,276.00 ",
Mississippi,Winston County,"$3,487,548.00 ",
Mississippi,Yalobusha County,"$2,351,837.00 ",
Mississippi,Yazoo County,"$5,766,934.00 ",
Missouri,Adair County,"$4,922,581.00 ",
Missouri,Andrew County,"$3,440,348.00 ",
Missouri,Atchison County,"$998,967.00 ",
Missouri,Audrain County,"$4,931,321.00 ",
Missouri,Barry County,"$6,951,594.00 ",
Missouri,Barton County,"$2,283,077.00 ",
Missouri,Bates County,"$3,141,221.00 ",
Missouri,Benton County,"$3,776,575.00 ",
Missouri,Bollinger County,"$2,356,693.00 ",
Missouri,Boone County,"$35,052,822.00 ",
Missouri,Buchanan County,"$16,969,433.00 ",
Missouri,Butler County,"$8,250,854.00 ",
Missouri,Caldwell County,"$1,752,029.00 ",
Missouri,Callaway County,"$8,690,803.00 ",
Missouri,Camden County,"$8,994,203.00 ",
Missouri,Cape Girardeau County,"$15,319,767.00 ",
Missouri,Carroll County,"$1,685,794.00 ",
Missouri,Carter County,"$1,161,933.00 ",
Missouri,Cass County,"$20,546,525.00 ",
Missouri,Cedar County,"$2,787,125.00 ",
Missouri,Chariton County,"$1,442,413.00 ",
Missouri,Christian County,"$17,208,540.00 ",
Missouri,Clark County,"$1,320,238.00 ",
Missouri,Clay County,"$48,549,469.00 ",
Missouri,Clinton County,"$3,959,936.00 ",
Missouri,Cole County,"$14,906,817.00 ",
Missouri,Cooper County,"$3,439,766.00 ",
Missouri,Crawford County,"$4,646,180.00 ",
Missouri,Dade County,"$1,468,636.00 ",
Missouri,Dallas County,"$3,278,354.00 ",
Missouri,Daviess County,"$1,607,904.00 ",
Missouri,DeKalb County,"$2,437,108.00 ",
Missouri,Dent County,"$3,024,873.00 ",
Missouri,Douglas County,"$2,561,032.00 ",
Missouri,Dunklin County,"$5,658,355.00 ",
Missouri,Franklin County,"$20,194,371.00 ",
Missouri,Gasconade County,"$2,856,468.00 ",
Missouri,Gentry County,"$1,276,340.00 ",
Missouri,Greene County,"$56,928,520.00 ",
Missouri,Grundy County,"$1,913,247.00 ",
Missouri,Harrison County,"$1,622,278.00 ",
Missouri,Henry County,"$4,239,056.00 ",
Missouri,Hickory County,"$1,853,810.00 ",
Missouri,Holt County,"$855,231.00 ",
Missouri,Howard County,"$1,942,577.00 ",
Missouri,Howell County,"$7,792,257.00 ",
Missouri,Iron County,"$1,966,663.00 ",
Missouri,Jackson County,"$136,551,645.00 ",
Missouri,Jasper County,"$23,566,542.00 ",
Missouri,Jefferson County,"$43,719,346.00 ",
Missouri,Johnson County,"$10,500,910.00 ",
Missouri,Knox County,"$768,989.00 ",
Missouri,Laclede County,"$6,938,774.00 ",
Missouri,Lafayette County,"$6,353,146.00 ",
Missouri,Lawrence County,"$7,450,009.00 ",
Missouri,Lewis County,"$1,898,873.00 ",
Missouri,Lincoln County,"$11,462,583.00 ",
Missouri,Linn County,"$2,315,320.00 ",
Missouri,Livingston County,"$2,957,666.00 ",
Missouri,Macon County,"$2,936,300.00 ",
Missouri,Madison County,"$2,347,952.00 ",
Missouri,Maries County,"$1,689,290.00 ",
Missouri,Marion County,"$5,541,618.00 ",
Missouri,McDonald County,"$4,435,820.00 ",
Missouri,Mercer County,"$702,560.00 ",
Missouri,Miller County,"$4,976,190.00 ",
Missouri,Mississippi County,"$2,560,060.00 ",
Missouri,Moniteau County,"$3,133,452.00 ",
Missouri,Monroe County,"$1,678,996.00 ",
Missouri,Montgomery County,"$2,243,646.00 ",
Missouri,Morgan County,"$4,006,553.00 ",
Missouri,New Madrid County,"$3,316,813.00 ",
Missouri,Newton County,"$11,311,660.00 ",
Missouri,Nodaway County,"$4,291,112.00 ",
Missouri,Oregon County,"$2,045,135.00 ",
Missouri,Osage County,"$2,644,554.00 ",
Missouri,Ozark County,"$1,781,942.00 ",
Missouri,Pemiscot County,"$3,069,936.00 ",
Missouri,Perry County,"$3,716,944.00 ",
Missouri,Pettis County,"$8,223,854.00 ",
Missouri,Phelps County,"$8,657,783.00 ",
Missouri,Pike County,"$3,554,949.00 ",
Missouri,Platte County,"$20,281,972.00 ",
Missouri,Polk County,"$6,244,566.00 ",
Missouri,Pulaski County,"$10,218,293.00 ",
Missouri,Putnam County,"$912,143.00 ",
Missouri,Ralls County,"$2,002,402.00 ",
Missouri,Randolph County,"$4,807,009.00 ",
Missouri,Ray County,"$4,470,977.00 ",
Missouri,Reynolds County,"$1,217,874.00 ",
Missouri,Ripley County,"$2,581,038.00 ",
Missouri,Saline County,"$4,421,057.00 ",
Missouri,Schuyler County,"$905,150.00 ",
Missouri,Scotland County,"$952,156.00 ",
Missouri,Scott County,"$7,435,441.00 ",
Missouri,Shannon County,"$1,586,150.00 ",
Missouri,Shelby County,"$1,151,833.00 ",
Missouri,St. Charles County,"$78,088,061.00 ",
Missouri,St. Clair County,"$1,825,257.00 ",
Missouri,St. Francois County,"$13,055,726.00 ",
Missouri,St. Louis County,"$193,112,666.00 ",
Missouri,St. Louis city,"$58,383,364.00 ",
Missouri,Ste. Genevieve County,"$3,475,700.00 ",
Missouri,Stoddard County,"$5,637,766.00 ",
Missouri,Stone County,"$6,206,301.00 ",
Missouri,Sullivan County,"$1,182,717.00 ",
Missouri,Taney County,"$10,863,358.00 ",
Missouri,Texas County,"$4,933,264.00 ",
Missouri,Vernon County,"$3,994,122.00 ",
Missouri,Warren County,"$6,924,400.00 ",
Missouri,Washington County,"$4,803,513.00 ",
Missouri,Wayne County,"$2,500,429.00 ",
Missouri,Webster County,"$7,690,282.00 ",
Missouri,Worth County,"$391,002.00 ",
Missouri,Wright County,"$3,552,424.00 ",
Montana,Beaverhead County,"$1,836,134.00 ",
Montana,Big Horn County,"$2,587,060.00 ",
Montana,Blaine County,"$1,297,706.00 ",
Montana,Broadwater County,"$1,211,464.00 ",
Montana,Carbon County,"$2,083,206.00 ",
Montana,Carter County,"$243,186.00 ",
Montana,Cascade County,"$15,804,392.00 ",
Montana,Chouteau County,"$1,094,533.00 ",
Montana,Custer County,"$2,214,705.00 ",
Montana,Daniels County,"$328,263.00 ",
Montana,Dawson County,"$1,672,974.00 ",
Montana,Deer Lodge County,"$1,775,338.00 ",
Montana,Fallon County,"$552,802.00 ",
Montana,Fergus County,"$2,146,333.00 ",
Montana,Flathead County,"$20,163,099.00 ",
Montana,Gallatin County,"$22,227,463.00 ",
Montana,Garfield County,"$244,352.00 ",
Montana,Glacier County,"$2,671,359.00 ",
Montana,Golden Valley County,"$159,470.00 ",
Montana,Granite County,"$656,331.00 ",
Montana,Hill County,"$3,201,824.00 ",
Montana,Jefferson County,"$2,373,786.00 ",
Montana,Judith Basin County,"$389,836.00 ",
Montana,Lake County,"$5,916,109.00 ",
Montana,Lewis and Clark County,"$13,486,352.00 ",
Montana,Liberty County,"$453,935.00 ",
Montana,Lincoln County,"$3,880,881.00 ",
Montana,Madison County,"$1,670,449.00 ",
Montana,McCone County,"$323,212.00 ",
Montana,Meagher County,"$361,672.00 ",
Montana,Mineral County,"$854,066.00 ",
Montana,Missoula County,"$23,230,898.00 ",
Montana,Musselshell County,"$899,906.00 ",
Montana,Park County,"$3,225,521.00 ",
Montana,Petroleum County,"$94,594.00 ",
Montana,Phillips County,"$768,018.00 ",
Montana,Pondera County,"$1,148,142.00 ",
Montana,Powder River County,"$326,709.00 ",
Montana,Powell County,"$1,338,302.00 ",
Montana,Prairie County,"$209,195.00 ",
Montana,Ravalli County,"$8,508,802.00 ",
Montana,Richland County,"$2,098,356.00 ",
Montana,Roosevelt County,"$2,137,398.00 ",
Montana,Rosebud County,"$1,735,907.00 ",
Montana,Sanders County,"$2,352,808.00 ",
Montana,Sheridan County,"$642,734.00 ",
Montana,Silver Bow County,"$6,781,829.00 ",
Montana,Stillwater County,"$1,872,845.00 ",
Montana,Sweet Grass County,"$725,868.00 ",
Montana,Teton County,"$1,193,983.00 ",
Montana,Toole County,"$919,912.00 ",
Montana,Treasure County,"$135,190.00 ",
Montana,Valley County,"$1,436,586.00 ",
Montana,Wheatland County,"$412,951.00 ",
Montana,Wibaux County,"$188,217.00 ",
Montana,Yellowstone County,"$31,330,634.00 ",
Nebraska,Adams County,"$6,091,895.00 ",
Nebraska,Antelope County,"$1,223,313.00 ",
Nebraska,Arthur County,"$89,932.00 ",
Nebraska,Banner County,"$144,708.00 ",
Nebraska,Blaine County,"$90,321.00 ",
Nebraska,Boone County,"$1,008,485.00 ",
Nebraska,Box Butte County,"$2,094,471.00 ",
Nebraska,Boyd County,"$372,743.00 ",
Nebraska,Brown County,"$573,974.00 ",
Nebraska,Buffalo County,"$9,645,679.00 ",
Nebraska,Burt County,"$1,254,585.00 ",
Nebraska,Butler County,"$1,557,014.00 ",
Nebraska,Cass County,"$5,098,366.00 ",
Nebraska,Cedar County,"$1,631,990.00 ",
Nebraska,Chase County,"$762,191.00 ",
Nebraska,Cherry County,"$1,105,022.00 ",
Nebraska,Cheyenne County,"$1,730,663.00 ",
Nebraska,Clay County,"$1,204,860.00 ",
Nebraska,Colfax County,"$2,080,098.00 ",
Nebraska,Cuming County,"$1,718,232.00 ",
Nebraska,Custer County,"$2,093,306.00 ",
Nebraska,Dakota County,"$3,889,816.00 ",
Nebraska,Dawes County,"$1,668,313.00 ",
Nebraska,Dawson County,"$4,583,052.00 ",
Nebraska,Deuel County,"$348,463.00 ",
Nebraska,Dixon County,"$1,094,727.00 ",
Nebraska,Dodge County,"$7,102,323.00 ",
Nebraska,Douglas County,"$110,973,572.00 ",
Nebraska,Dundy County,"$328,845.00 ",
Nebraska,Fillmore County,"$1,060,929.00 ",
Nebraska,Franklin County,"$578,636.00 ",
Nebraska,Frontier County,"$510,264.00 ",
Nebraska,Furnas County,"$908,258.00 ",
Nebraska,Gage County,"$4,178,648.00 ",
Nebraska,Garden County,"$356,816.00 ",
Nebraska,Garfield County,"$382,455.00 ",
Nebraska,Gosper County,"$386,534.00 ",
Nebraska,Grant County,"$121,010.00 ",
Nebraska,Greeley County,"$457,625.00 ",
Nebraska,Hall County,"$11,917,101.00 ",
Nebraska,Hamilton County,"$1,811,078.00 ",
Nebraska,Harlan County,"$656,525.00 ",
Nebraska,Hayes County,"$179,088.00 ",
Nebraska,Hitchcock County,"$536,486.00 ",
Nebraska,Holt County,"$1,955,397.00 ",
Nebraska,Hooker County,"$132,471.00 ",
Nebraska,Howard County,"$1,251,866.00 ",
Nebraska,Jefferson County,"$1,368,603.00 ",
Nebraska,Johnson County,"$984,982.00 ",
Nebraska,Kearney County,"$1,261,578.00 ",
Nebraska,Keith County,"$1,560,510.00 ",
Nebraska,Keya Paha County,"$156,556.00 ",
Nebraska,Kimball County,"$705,473.00 ",
Nebraska,Knox County,"$1,618,393.00 ",
Nebraska,Lancaster County,"$61,979,492.00 ",
Nebraska,Lincoln County,"$6,781,635.00 ",
Nebraska,Logan County,"$145,290.00 ",
Nebraska,Loup County,"$128,974.00 ",
Nebraska,Madison County,"$6,817,569.00 ",
Nebraska,McPherson County,"$95,954.00 ",
Nebraska,Merrick County,"$1,506,318.00 ",
Nebraska,Morrill County,"$901,654.00 ",
Nebraska,Nance County,"$683,524.00 ",
Nebraska,Nemaha County,"$1,354,229.00 ",
Nebraska,Nuckolls County,"$805,700.00 ",
Nebraska,Otoe County,"$3,110,143.00 ",
Nebraska,Pawnee County,"$507,545.00 ",
Nebraska,Perkins County,"$561,543.00 ",
Nebraska,Phelps County,"$1,754,749.00 ",
Nebraska,Pierce County,"$1,388,415.00 ",
